ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
0	"ENSMUSG00000038174"	"Fam126b"	chr1	-	58565767	58565954	58565856	58565954	58557976	58558057	0	0,0,0,0,0	0,2,4,2,1	0,3,0	0,0,1	88	-1	1	nan	NA,-0.0,-0.0,-0.0,-0.0	NA,1.0,-0.0	-0.5
2	"ENSMUSG00000022940"	"Pigp"	chr16	-	94370740	94371015	94370894	94371015	94370088	94370192	2	3,6,8,13,5	0,0,0,0,1	2,0,0	0,0,0	153	-1	1	nan	1.0,1.0,1.0,1.0,-0.034	1.0,NA,NA	-0.207
6	"ENSMUSG00000020196"	"Cabin1"	chr10	-	75713452	75713631	75713539	75713631	75699912	75700095	6	6,2,4,6,2	2,1,0,0,0	4,6,2	0,0,0	86	-1	nan	nan	-0.036,-0.024,1.0,1.0,1.0	1.0,1.0,1.0	-0.412
7	"ENSMUSG00000022803"	"Popdc2"	chr16	+	38373818	38374377	38373818	38374236	38377654	38378216	7	69,33,40,51,43	0,1,2,1,0	115,101,106	0,1,0	140	-1	nan	nan	1.0,-0.308,-0.167,-0.573,1.0	1.0,-2.59,1.0	0.387
9	"ENSMUSG00000040345"	"Arhgap9"	chr10	+	127328877	127329015	127328877	127328983	127329498	127329943	9	0,0,0,1,0	5,4,4,5,1	0,0,0	0,0,3	31	-1	1	nan	-0.0,-0.0,-0.0,-0.006,-0.0	NA,NA,-0.0	-0.001
11	"ENSMUSG00000031985"	"Gnpat"	chr8	+	124873332	124873509	124873332	124873479	124874218	124874348	11	33,32,25,37,18	0,2,0,0,0	97,116,70	2,6,3	29	-1	nan	nan	1.0,-1.231,1.0,1.0,1.0	2.487,-2.0,-4.118	1.764
12	"ENSMUSG00000031985"	"Gnpat"	chr8	+	124886682	124886946	124886682	124886779	124887757	124887819	12	275,264,347,355,257	2,1,0,0,0	266,286,268	0,0,0	166	-1	nan	nan	-4.825,2.694,1.0,1.0,1.0	1.0,1.0,1.0	-0.826
16	"ENSMUSG00000019539"	"Rcn3"	chr7	-	45092095	45092221	45092104	45092221	45091440	45091688	16	0,8,2,4,1	3,1,3,0,1	2,10,6	0,1,2	8	-1	nan	nan
17	"ENSMUSG00000020486"	"Sept4"	chr11	+	87588717	87589085	87588717	87588852	87589174	87589276	17	54,76,102,98,71	2,0,2,7,1	34,42,33	4,5,2	232	-1	nan	nan
22	"ENSMUSG00000001524"	"Gtf2h4"	chr17	-	35671225	35671357	35671229	35671357	35670865	35670962	22	13,22,13,29,14	1,0,2,0,0	13,22,9	0,0,0	3	-1	nan	nan
25	"ENSMUSG00000022884"	"Eif4a2"	chr16	+	23107758	23107880	23107758	23107820	23108587	23108633	25	0,0,0,0,0	2,2,5,4,3	1,3,3	20,14,19	59	-1	nan	nan
26	"ENSMUSG00000022884"	"Eif4a2"	chr16	+	23110579	23111263	23110579	23110723	23111502	23111592	26	336,378,342,401,323	0,1,0,0,1	658,590,668	0,2,2	539	-1	nan	nan
27	"ENSMUSG00000041890"	"Git2"	chr5	-	114743730	114743880	114743775	114743880	114739032	114739281	27	2,9,3,4,7	0,0,1,0,0	1,7,3	0,0,2	44	-1	nan	nan
28	"ENSMUSG00000022510"	"Trp63"	chr16	+	25866074	25866211	25866074	25866199	25868166	25868249	28	3,5,1,3,1	5,0,1,2,1	6,6,5	4,2,2	11	-1	nan	nan
29	"ENSMUSG00000035845"	"Alg12"	chr15	-	88814428	88814648	88814453	88814648	88806557	88806721	29	0,1,0,0,0	1,3,0,0,1	0,0,0	0,1,0	24	-1	1	nan
31	"ENSMUSG00000054770"	"Kctd18"	chr1	-	57965328	57965540	57965350	57965540	57963067	57963261	31	0,1,0,1,2	2,1,0,0,0	0,3,1	0,0,3	21	-1	1	nan
32	"ENSMUSG00000026048"	"Ercc5"	chr1	+	44158143	44158335	44158143	44158259	44158804	44158891	32	1,1,1,0,0	3,0,1,1,1	0,1,0	9,7,4	75	-1	nan	nan
33	"ENSMUSG00000026048"	"Ercc5"	chr1	+	44160976	44161109	44160976	44161037	44161809	44161953	33	0,7,1,8,1	5,5,4,3,2	2,1,3	6,8,1	71	-1	nan	nan
34	"ENSMUSG00000002885"	"Adgre5"	chr8	-	83734295	83734352	83734301	83734352	83734008	83734125	34	4,1,5,5,6	1,0,1,0,0	5,24,11	1,1,0	5	-1	nan	nan
37	"ENSMUSG00000052395"	"Rft1"	chr14	+	30676849	30676907	30676849	30676900	30677686	30677817	37	0,1,0,0,1	2,4,5,6,0	0,2,5	5,3,2	6	-1	nan	nan
38	"ENSMUSG00000032580"	"Rbm5"	chr9	-	107770551	107770959	107770884	107770959	107769560	107769626	38	0,1,0,0,0	1,2,0,3,2	0,0,2	8,8,10	332	-1	1	nan
39	"ENSMUSG00000036281"	"Snapc4"	chr2	-	26372730	26372825	26372758	26372825	26370832	26370880	39	5,0,2,3,0	0,1,1,2,0	0,2,2	1,1,0	27	-1	1	nan
41	"ENSMUSG00000001604"	"Tcea3"	chr4	+	136254464	136254642	136254464	136254570	136255149	136255288	41	15,9,10,22,13	726,826,839,892,876	13,11,4	347,437,317	71	-1	nan	nan
51	"ENSMUSG00000014856"	"Tmem208"	chr8	+	105328321	105328484	105328321	105328458	105328607	105328692	51	14,6,7,10,10	54,59,60,71,67	5,2,10	38,29,49	25	-1	nan	nan
52	"ENSMUSG00000036990"	"Otud4"	chr8	+	79664980	79665143	79664980	79665017	79666715	79666839	52	4,2,3,6,2	0,0,0,1,0	24,61,9	0,0,0	125	-1	nan	nan
54	"ENSMUSG00000036632"	"Alg5"	chr3	+	54738781	54738953	54738781	54738951	54739261	54739308	54	10,14,30,12,15	0,1,6,1,0	16,18,15	1,0,1	1	-1	nan	nan
57	"ENSMUSG00000020882"	"Cacnb1"	chr11	-	98010003	98010376	98010295	98010376	98009857	98009916	57	13,19,19,17,14	95,132,95,132,147	26,64,36	192,238,180	291	-1	1	nan
68	"ENSMUSG00000031627"	"Irf2"	chr8	+	46739760	46739936	46739760	46739796	46793492	46793585	68	14,12,13,9,6	0,0,0,0,0	19,28,18	0,3,0	139	-1	nan	nan
70	"ENSMUSG00000036120"	"Rfxank"	chr8	-	70135535	70135631	70135565	70135631	70135290	70135391	70	11,12,5,8,5	7,9,8,21,15	3,6,3	14,10,24	29	-1	nan	nan
71	"ENSMUSG00000015377"	"Dennd6b"	chr15	-	89186362	89186819	89186753	89186819	89186171	89186261	71	19,29,14,23,22	0,1,0,0,0	17,19,11	1,0,0	390	-1	nan	nan
72	"ENSMUSG00000015377"	"Dennd6b"	chr15	-	89186362	89187243	89186955	89187243	89186171	89186261	72	19,25,13,19,18	0,0,0,0,0	17,17,10	0,0,3	592	-1	nan	nan
74	"ENSMUSG00000059495"	"Arhgef12"	chr9	-	43022810	43022872	43022814	43022872	43020604	43020783	74	0,0,0,1,0	3,2,1,4,1	0,2,1	3,17,6	3	-1	1	nan
77	"ENSMUSG00000022515"	"Anks3"	chr16	-	4947648	4948363	4948225	4948363	4947264	4947432	77	6,17,6,6,11	0,1,0,0,0	17,12,3	0,0,0	576	-1	nan	nan
78	"ENSMUSG00000001891"	"Ugp2"	chr11	-	21328870	21329113	21329034	21329113	21323198	21323303	78	1487,1285,1700,1311,1434	0,0,0,2,0	1456,1341,1471	0,0,0	163	-1	1	nan
79	"ENSMUSG00000062190"	"Lancl2"	chr6	+	57737655	57737958	57737655	57737754	57739024	57739438	79	1,0,0,0,0	2,1,0,0,3	0,1,0	1,0,0	203	-1	1	nan
80	"ENSMUSG00000062190"	"Lancl2"	chr6	+	57737655	57737958	57737655	57737754	57739071	57739439	80	1,0,1,0,0	2,1,2,6,7	0,0,0	1,1,1	203	-1	1	nan
83	"ENSMUSG00000038954"	"Supt3"	chr17	+	45041215	45041386	45041215	45041306	45048281	45048392	83	36,27,36,35,24	0,0,1,0,0	5,8,6	0,0,1	79	-1	nan	nan
84	"ENSMUSG00000036825"	"Ssx2ip"	chr3	+	146404641	146404935	146404641	146404784	146417606	146417790	84	1,0,0,1,0	0,0,0,0,0	0,16,2	2,2,0	150	-1	1	nan
87	"ENSMUSG00000055491"	"Pprc1"	chr19	+	46062401	46062503	46062401	46062494	46062611	46065480	87	0,0,1,0,0	2,1,0,1,0	5,7,2	0,3,1	8	-1	1	nan
88	"ENSMUSG00000024174"	"Pot1b"	chr17	-	55672771	55672893	55672830	55672893	55669739	55669896	88	0,0,1,0,0	0,0,0,0,0	0,0,0	0,2,0	58	-1	1	nan
89	"ENSMUSG00000004455"	"Ppp1cc"	chr5	+	122172731	122172955	122172731	122172803	122173145	122173280	89	160,151,220,183,227	1,0,2,1,0	251,399,269	0,1,0	151	-1	nan	nan
91	"ENSMUSG00000019854"	"Reps1"	chr10	+	18093778	18093903	18093778	18093840	18094409	18094572	91	5,7,7,12,7	6,4,6,8,7	9,12,14	11,12,18	62	-1	nan	nan
94	"ENSMUSG00000059022"	"Kcp"	chr6	-	29489028	29489150	29489032	29489150	29487496	29487576	94	0,0,0,0,0	3,4,5,7,3	0,0,1	1,4,3	3	-1	1	nan
99	"ENSMUSG00000004187"	"Kifc2"	chr15	+	76660707	76660852	76660707	76660765	76661005	76661087	99	0,0,0,0,1	3,0,5,3,0	0,1,0	3,0,1	86	-1	1	nan
101	"ENSMUSG00000069520"	"Tmem19"	chr10	-	115361808	115361959	115361906	115361959	115359653	115359767	101	8,9,14,10,9	1,0,0,0,0	8,11,11	1,0,0	97	-1	nan	nan
102	"ENSMUSG00000029544"	"Cabp1"	chr5	-	115180787	115180971	115180791	115180971	115176239	115176270	102	7,4,4,4,1	0,4,3,3,0	0,0,6	2,2,2	3	-1	nan	nan
114	"ENSMUSG00000027474"	"Ccm2l"	chr2	+	153070821	153071016	153070821	153071005	153071757	153072212	114	0,0,0,0,1	1,5,4,14,2	0,0,0	1,0,4	10	-1	1	nan
115	"ENSMUSG00000028646"	"Rragc"	chr4	+	123919848	123920441	123919848	123920052	123920950	123921150	115	0,0,0,1,0	14,20,14,9,11	1,0,0	29,26,20	388	-1	1	nan
117	"ENSMUSG00000035310"	"Lin54"	chr5	-	100485139	100485855	100485802	100485855	100480197	100480321	117	1,1,0,3,0	0,0,0,0,0	0,6,2	0,1,0	662	-1	1	nan
118	"ENSMUSG00000041459"	"Tardbp"	chr4	-	148618646	148618791	148618664	148618791	148612381	148617705	118	0,2,4,1,3	18,11,9,16,18	3,1,0	12,8,15	17	-1	nan	nan
119	"ENSMUSG00000041459"	"Tardbp"	chr4	-	148618646	148618791	148618664	148618791	148617565	148617635	119	0,0,0,1,0	0,1,1,0,3	1,0,0	1,0,0	17	-1	1	nan
120	"ENSMUSG00000041459"	"Tardbp"	chr4	-	148618646	148618791	148618673	148618791	148617565	148617635	120	0,0,0,1,0	1,1,0,0,3	1,0,0	0,0,1	26	-1	1	nan
121	"ENSMUSG00000041459"	"Tardbp"	chr4	-	148618664	148618791	148618673	148618791	148617565	148617635	121	0,1,1,0,3	1,1,0,0,3	1,0,0	0,0,1	8	-1	1	nan
122	"ENSMUSG00000041459"	"Tardbp"	chr4	-	148618664	148618791	148618673	148618791	148617565	148617705	122	18,11,9,16,18	1,13,14,18,16	12,8,15	14,10,1	8	-1	nan	nan
123	"ENSMUSG00000041459"	"Tardbp"	chr4	-	148618664	148618791	148618737	148618791	148617565	148617705	123	73,62,76,76,73	0,0,2,0,0	66,55,69	0,0,0	72	-1	nan	nan
124	"ENSMUSG00000041459"	"Tardbp"	chr4	-	148618673	148618791	148618737	148618791	148617565	148617705	124	56,64,81,78,71	0,0,2,0,0	68,57,55	0,0,0	63	-1	nan	nan
125	"ENSMUSG00000041459"	"Tardbp"	chr4	-	148618664	148618791	148618673	148618791	148617565	148617825	125	5,0,0,4,4	0,0,0,0,0	1,2,1	0,0,1	8	-1	1	nan
126	"ENSMUSG00000037916"	"Ndufv1"	chr19	-	4011101	4011428	4011345	4011428	4009825	4010009	126	589,694,696,681,614	0,0,0,1,0	700,1074,656	0,0,1	243	-1	1	nan
127	"ENSMUSG00000020821"	"Kif1c"	chr11	+	70725103	70725212	70725103	70725176	70725887	70726502	127	17,20,14,14,15	194,240,193,207,202	31,44,27	292,428,273	35	-1	nan	nan
132	"ENSMUSG00000000384"	"Tbrg4"	chr11	-	6625964	6626067	6626022	6626067	6625148	6625213	132	4,3,1,0,4	0,0,0,1,0	8,18,15	0,0,0	57	-1	nan	nan
133	"ENSMUSG00000031161"	"Hdac6"	chrX	-	7947574	7947889	7947649	7947889	7947124	7947244	133	0,1,0,0,0	0,0,0,0,1	0,0,0	2,3,2	74	-1	1	nan
