ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
0	"ENSMUSG00000038708"	"Golga4"	chr9	+	118566907	118566979	118566958	118566979	118565556	118565667	0	15,9,12,8,17	318,311,273,284,214	6,2,5	205,220,264	50	-1	nan	nan	-0.001,-0.001,-0.001,-0.001,-0.002	-0.001,-0.0,-0.0	-0.001
4	"ENSMUSG00000021708"	"Rasgrf2"	chr13	-	91972180	91972288	91972180	91972285	91982593	91982856	4	0,0,0,1,0	0,0,0,0,1	2,3,0	1,7,2	2	-1	1	nan
6	"ENSMUSG00000028464"	"Tpm2"	chr4	-	43514710	43516003	43514710	43514861	43518229	43518299	6	31233,32005,30604,38065,33417	94,137,244,140,149	23457,21612,14306	82,37,86	1141	-1	1	nan
7	"ENSMUSG00000028464"	"Tpm2"	chr4	-	43518401	43519078	43518401	43518464	43519226	43519297	7	4177,4715,4534,5182,4739	7,4,2,2,0	4011,4970,2528	9,6,7	613	-1	nan	nan
9	"ENSMUSG00000025144"	"Cenpx"	chr11	-	120711702	120711895	120711702	120711756	120713692	120713738	9	5,12,10,12,15	0,0,3,0,1	12,1,5	1,0,1	138	-1	nan	nan
10	"ENSMUSG00000002372"	"Ranbp3"	chr17	+	56701022	56702890	56702762	56702890	56696717	56696789	10	15,8,15,11,10	1,0,0,2,0	22,31,35	0,0,1	1739	-1	nan	nan
14	"ENSMUSG00000066026"	"Dhrs3"	chr4	+	144919229	144919504	144919384	144919504	144918650	144918794	14	1,0,6,4,1	44,52,64,38,28	3,0,0	25,37,30	154	-1	1	nan
15	"ENSMUSG00000020196"	"Cabin1"	chr10	-	75725258	75725404	75725258	75725385	75725548	75725755	15	4,1,3,4,1	0,2,0,0,0	5,4,2	0,1,0	18	-1	nan	nan
16	"ENSMUSG00000020196"	"Cabin1"	chr10	-	75725548	75725755	75725548	75725681	75726857	75727019	16	0,0,5,0,0	1,0,0,0,0	2,6,1	1,1,0	73	-1	1	nan
17	"ENSMUSG00000048416"	"Mlf1"	chr3	+	67392839	67392975	67392891	67392975	67384550	67384698	17	6,3,9,14,4	8,22,13,25,22	18,26,32	30,27,35	51	-1	nan	nan
18	"ENSMUSG00000048416"	"Mlf1"	chr3	+	67392839	67392975	67392891	67392975	67390977	67391022	18	6,3,9,16,4	335,328,305,367,283	18,26,32	658,565,555	51	-1	nan	nan
19	"ENSMUSG00000042396"	"Rbm7"	chr9	-	48488700	48490938	48488700	48489988	48493406	48493494	19	12,17,15,14,10	0,0,1,0,0	15,20,17	0,2,0	949	-1	nan	nan
21	"ENSMUSG00000059743"	"Fdps"	chr3	-	89094451	89094577	89094451	89094529	89094859	89094932	21	1,2,0,0,2	67,56,88,58,69	0,2,0	57,52,55	47	-1	nan	nan
25	"ENSMUSG00000030795"	"Fus"	chr7	+	127971837	127971982	127971840	127971982	127969716	127969871	25	42,64,62,54,30	34,22,23,37,18	40,66,45	34,32,20	2	-1	nan	nan
26	"ENSMUSG00000022617"	"Chkb"	chr15	-	89427323	89427427	89427323	89427399	89427560	89427669	26	152,144,127,139,113	30,38,22,27,33	53,34,45	7,11,10	27	-1	nan	nan
28	"ENSMUSG00000022617"	"Chkb"	chr15	-	89428410	89428578	89428410	89428544	89428713	89428827	28	1,14,2,2,10	10,10,15,12,15	2,1,5	3,9,7	33	-1	nan	nan
30	"ENSMUSG00000036138"	"Acaa1a"	chr9	+	119344465	119346568	119346469	119346568	119344172	119344252	30	19,30,25,23,31	0,0,1,0,0	22,25,26	1,0,0	2003	-1	nan	nan
31	"ENSMUSG00000036138"	"Acaa1a"	chr9	+	119348580	119348771	119348585	119348771	119347729	119347810	31	105,135,133,136,130	0,1,0,0,0	118,143,92	2,0,0	4	-1	1	nan
33	"ENSMUSG00000020486"	"Sept4"	chr11	+	87589955	87590055	87590008	87590055	87589655	87589818	33	136,158,164,222,153	20,13,21,16,27	82,73,85	10,12,5	52	-1	nan	nan
34	"ENSMUSG00000008690"	"Ncaph2"	chr15	+	89370600	89370675	89370603	89370675	89370394	89370488	34	22,26,28,22,36	92,105,114,102,131	15,25,24	75,78,80	2	-1	nan	nan
39	"ENSMUSG00000022195"	"6030458C11Rik"	chr15	-	12817857	12818284	12817857	12818127	12821403	12821553	39	3,2,8,1,1	0,0,0,0,0	9,21,12	1,0,0	156	-1	nan	nan
47	"ENSMUSG00000022884"	"Eif4a2"	chr16	+	23108584	23108633	23108587	23108633	23107758	23107820	47	1,1,1,1,2	2,2,5,4,3	5,8,8	20,14,19	2	-1	nan	nan
49	"ENSMUSG00000041890"	"Git2"	chr5	-	114752278	114752330	114752278	114752327	114753278	114753324	49	1,4,3,4,1	7,6,3,4,2	3,3,2	9,11,5	2	-1	nan	nan
50	"ENSMUSG00000116048"	"Sept2"	chr1	+	93489123	93489154	93489127	93489154	93478992	93479068	50	2,1,3,1,0	0,0,0,0,0	7,9,9	0,1,0	3	-1	1	nan
51	"ENSMUSG00000038543"	"BC028528"	chr3	-	95884969	95885071	95884969	95885068	95888140	95888296	51	20,32,36,34,31	25,20,27,27,27	17,4,12	7,6,6	2	-1	nan	nan
52	"ENSMUSG00000063445"	"Nmral1"	chr16	-	4711316	4711680	4711316	4711603	4713639	4713830	52	0,0,0,0,0	5,12,8,5,11	0,3,1	4,8,5	76	-1	nan	nan
54	"ENSMUSG00000024352"	"Spata24"	chr18	-	35660282	35660353	35660282	35660344	35660443	35660574	54	5,14,13,7,14	1,0,0,0,0	1,1,2	0,0,0	8	-1	nan	nan
55	"ENSMUSG00000032580"	"Rbm5"	chr9	-	107749707	107749799	107749707	107749796	107750007	107750092	55	37,40,41,48,38	1,1,0,1,0	27,42,33	1,1,0	2	-1	1	nan
58	"ENSMUSG00000036281"	"Snapc4"	chr2	-	26374491	26374564	26374491	26374560	26374642	26374747	58	2,0,0,1,3	0,0,0,1,0	4,2,5	0,0,0	3	-1	1	nan
62	"ENSMUSG00000004393"	"Ddx56"	chr11	-	6266810	6266971	6266810	6266917	6267417	6267579	62	9,8,10,14,3	0,0,0,1,2	12,15,9	0,2,0	53	-1	nan	nan
63	"ENSMUSG00000074272"	"Ceacam1"	chr7	-	25464848	25466437	25464848	25464880	25471797	25472073	63	23,11,15,15,11	0,1,0,2,1	15,13,11	1,0,2	1556	-1	nan	nan
76	"ENSMUSG00000036529"	"Sbf1"	chr15	-	89305343	89305472	89305343	89305468	89305543	89305657	76	4,2,1,1,4	0,0,0,0,0	1,23,9	0,1,0	3	-1	1	nan
77	"ENSMUSG00000036990"	"Otud4"	chr8	+	79661037	79661135	79661040	79661135	79659397	79659462	77	3,1,0,2,0	0,1,1,0,0	4,14,6	4,7,5	2	-1	1	nan
78	"ENSMUSG00000027206"	"Cops2"	chr2	-	125842621	125842732	125842621	125842711	125844809	125844935	78	10,9,6,9,4	19,12,19,15,16	25,30,22	53,78,41	20	-1	nan	nan
79	"ENSMUSG00000021504"	"B4galt7"	chr13	+	55604019	55604382	55604119	55604382	55600064	55600192	79	3,2,0,1,1	0,0,0,0,0	2,0,1	1,0,0	99	-1	1	nan
83	"ENSMUSG00000040054"	"Baz2a"	chr10	+	128113459	128113681	128113462	128113681	128112581	128112767	83	0,1,0,0,1	0,0,1,1,0	1,3,0	4,6,2	2	-1	1	nan
84	"ENSMUSG00000043940"	"Wdfy3"	chr5	-	101886960	101887070	101886960	101887067	101888086	101888316	84	0,0,0,1,0	0,0,0,0,0	2,10,2	0,1,0	2	-1	1	nan
89	"ENSMUSG00000027667"	"Zfp639"	chr3	+	32515283	32517139	32517028	32517139	32514383	32514454	89	9,10,9,8,1	1,0,0,0,0	13,10,12	0,0,0	1744	-1	1	nan
90	"ENSMUSG00000054302"	"Eapp"	chr12	-	54691999	54692095	54691999	54692083	54692774	54692956	90	31,21,33,42,45	0,0,0,0,0	33,34,36	0,1,0	11	-1	nan	nan
94	"ENSMUSG00000026159"	"Agfg1"	chr1	+	82883180	82883361	82883243	82883361	82882227	82882437	94	16,10,12,15,14	0,2,2,1,0	19,20,18	1,1,1	62	-1	nan	nan
95	"ENSMUSG00000026159"	"Agfg1"	chr1	+	82894475	82894567	82894481	82894567	82893423	82893582	95	21,35,18,41,22	5,6,9,7,5	41,32,23	8,5,4	5	-1	nan	nan
97	"ENSMUSG00000031388"	"Naa10"	chrX	-	73919501	73919546	73919501	73919540	73919753	73919869	97	144,158,199,202,183	0,1,4,5,3	182,120,130	3,2,0	5	-1	nan	nan
99	"ENSMUSG00000020740"	"Gga3"	chr11	-	115586315	115586485	115586315	115586420	115586995	115587201	99	6,8,2,8,3	0,0,0,0,0	6,9,15	0,2,0	64	-1	nan	nan
102	"ENSMUSG00000024989"	"Cep55"	chr19	+	38073297	38074421	38073300	38074421	38071764	38071890	102	1,0,0,7,1	0,2,0,0,0	2,0,3	0,0,0	2	-1	1	nan
108	"ENSMUSG00000070733"	"Fryl"	chr5	-	73071104	73071309	73071104	73071306	73072735	73072921	108	2,0,0,2,1	0,1,0,0,0	2,6,2	0,3,0	2	-1	1	nan
109	"ENSMUSG00000032366"	"Tpm1"	chr9	-	67022592	67024565	67022592	67023441	67031028	67031098	109	0,0,0,0,0	102,118,162,144,101	2,1,0	84,67,84	1123	-1	1	nan
