ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
0	15,9,12,8,17	318,311,273,284,214	13,2,0,2,4	217,146,168,146,155	50	-1
4	0,0,0,1,0	0,0,0,0,1	1,1,0,3,1	4,4,15,1,5	2	-1
6	31233,32005,30604,38065,33417	94,137,244,140,149	26736,19590,25208,20278,19764	46,46,83,80,47	1141	-1
7	4177,4715,4534,5182,4739	7,4,2,2,0	5225,3874,5308,4103,4121	3,1,0,1,0	613	-1
9	5,12,10,12,15	0,0,3,0,1	7,13,9,7,5	0,1,2,2,1	138	-1
10	15,8,15,11,10	1,0,0,2,0	45,41,46,38,31	0,3,1,0,0	1739	-1
14	1,0,6,4,1	44,52,64,38,28	2,2,1,4,7	59,74,89,93,69	154	-1
15	4,1,3,4,1	0,2,0,0,0	9,4,6,13,5	0,0,0,1,0	18	-1
16	0,0,5,0,0	1,0,0,0,0	4,4,17,5,2	0,1,0,0,1	73	-1
17	6,3,9,14,4	8,22,13,25,22	14,10,12,12,3	50,33,24,33,37	51	-1
18	6,3,9,16,4	335,328,305,367,283	14,10,12,9,3	298,332,309,327,313	51	-1
19	12,17,15,14,10	0,0,1,0,0	32,42,58,51,44	0,0,0,0,0	949	-1
21	1,2,0,0,2	67,56,88,58,69	1,0,6,0,2	48,36,52,32,44	47	-1
25	42,64,62,54,30	34,22,23,37,18	123,88,165,115,84	72,50,65,47,52	2	-1
26	152,144,127,139,113	30,38,22,27,33	146,105,157,116,103	23,13,25,17,22	27	-1
28	1,14,2,2,10	10,10,15,12,15	8,11,5,7,6	23,32,35,45,20	33	-1
30	19,30,25,23,31	0,0,1,0,0	40,18,26,40,18	0,1,0,0,0	2003	-1
31	105,135,133,136,130	0,1,0,0,0	90,79,122,137,68	1,0,0,0,0	4	-1
33	136,158,164,222,153	20,13,21,16,27	96,58,90,135,75	11,2,6,12,0	52	-1
34	22,26,28,22,36	92,105,114,102,131	22,54,28,33,35	115,86,144,108,120	2	-1
43	21,28,25,13,14	0,0,0,0,0	32,27,55,35,34	1,0,0,1,0	3	-1
46	0,0,0,1,0	0,0,2,0,0	0,4,3,0,0	2,0,0,1,0	28	-1
47	1,1,1,1,2	2,2,5,4,3	7,8,4,14,5	17,27,20,12,16	2	-1
48	1,0,0,0,0	0,0,0,0,0	2,6,1,7,1	3,0,0,0,2	2	-1
50	1,4,3,4,1	7,6,3,4,2	5,7,17,7,6	10,10,12,13,7	2	-1
51	2,1,3,1,0	0,0,0,0,0	10,16,7,8,4	0,0,1,1,0	3	-1
