ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
0	"ENSMUSG00000025036"	"Sfxn2"	chr19	+	46587934	46590201	46587934	46588010	46590483	46590550	0	2,0,4,1,3	0,0,2,0,0	0,0,1	0,0,0	2190	-1	1	nan	1.0,NA,-0.001,1.0,1.0	NA,NA,1.0	-0.25
1	"ENSMUSG00000038174"	"Fam126b"	chr1	-	58565767	58565954	58565856	58565954	58557976	58558057	1	3,0,0,0,0	2,3,6,2,0	0,0,0	1,2,4	88	-1	1	nan	-0.017,-0.0,-0.0,-0.0,NA	-0.0,-0.0,-0.0	-0.004
3	"ENSMUSG00000022940"	"Pigp"	chr16	-	94370740	94371015	94370894	94371015	94370088	94370192	3	5,1,8,2,5	2,0,0,0,0	1,0,0	0,0,0	153	-1	1	nan	-0.017,1.0,1.0,1.0,1.0	1.0,NA,NA	-0.203
5	"ENSMUSG00000052934"	"Fbxo31"	chr8	-	121556119	121556351	121556241	121556351	121555205	121555359	5	0,0,1,0,0	166,173,185,140,119	0,0,0	86,114,113	121	-1	1	nan	-0.0,-0.0,-0.0,-0.0,-0.0	-0.0,-0.0,-0.0	0.0
7	"ENSMUSG00000020196"	"Cabin1"	chr10	-	75713452	75713631	75713539	75713631	75699912	75700095	7	11,3,4,8,11	1,0,3,3,1	9,3,2	0,0,0	86	-1	nan	nan	-0.147,1.0,-0.016,-0.032,-0.147	1.0,1.0,1.0	-0.868
8	"ENSMUSG00000022803"	"Popdc2"	chr16	+	38373818	38374377	38373818	38374236	38377654	38378216	8	34,26,31,51,33	2,0,0,0,0	50,58,55	1,3,0	140	-1	nan	nan	-0.138,1.0,1.0,1.0,1.0	-0.556,-0.16,1.0	0.678
10	"ENSMUSG00000040345"	"Arhgap9"	chr10	+	127328877	127329015	127328877	127328983	127329498	127329943	10	0,0,0,1,0	1,2,4,2,5	0,0,0	1,0,4	31	-1	1	nan	-0.0,-0.0,-0.0,-0.016,-0.0	-0.0,NA,-0.0	-0.003
11	"ENSMUSG00000079334"	"Naa80"	chr9	+	107579099	107580935	107579099	107579385	107582816	107583519	11	12,12,15,15,2	0,0,3,0,0	9,32,16	0,0,0	1549	-1	nan	nan	1.0,1.0,-0.003,1.0,1.0	1.0,1.0,1.0	-0.201
12	"ENSMUSG00000031985"	"Gnpat"	chr8	+	124873332	124873509	124873332	124873479	124874218	124874348	12	138,133,141,109,120	4,1,1,8,8	85,122,112	3,6,6	29	-1	nan	nan	6.273,1.279,1.259,-0.886,-1.071	-42.5,-2.346,-1.806	16.921
14	"ENSMUSG00000022617"	"Chkb"	chr15	-	89428410	89428827	89428713	89428827	89428133	89428229	14	105,98,140,94,69	1,0,0,1,0	28,25,15	0,0,0	302	-1	nan	nan	-0.533,1.0,1.0,-0.452,1.0	1.0,1.0,1.0	-0.597
17	"ENSMUSG00000019539"	"Rcn3"	chr7	-	45092095	45092221	45092104	45092221	45091440	45091688	17	6,8,8,8,1	3,4,1,4,1	3,12,3	0,3,2	8	-1	nan	nan
18	"ENSMUSG00000020486"	"Sept4"	chr11	+	87588717	87589085	87588717	87588852	87589174	87589276	18	48,21,63,92,34	1,1,1,1,2	23,22,30	0,2,4	232	-1	nan	nan
20	"ENSMUSG00000025007"	"Aldh18a1"	chr19	-	40574210	40574369	40574216	40574369	40573770	40573861	20	5,10,6,10,4	0,0,0,0,0	1,4,5	0,1,0	5	-1	nan	nan
23	"ENSMUSG00000001524"	"Gtf2h4"	chr17	-	35671225	35671357	35671229	35671357	35670865	35670962	23	29,20,51,38,19	0,0,0,0,0	33,18,14	0,0,1	3	-1	1	nan
25	"ENSMUSG00000027610"	"Gss"	chr2	-	155567692	155567887	155567782	155567887	155566802	155566884	25	9,5,10,9,14	0,1,0,0,0	12,8,6	0,0,0	89	-1	nan	nan
26	"ENSMUSG00000022884"	"Eif4a2"	chr16	+	23107758	23107880	23107758	23107820	23108587	23108633	26	3,0,0,0,2	17,27,20,12,16	2,1,1	13,59,45	59	-1	nan	nan
27	"ENSMUSG00000022884"	"Eif4a2"	chr16	+	23110579	23111263	23110579	23110723	23111502	23111592	27	857,814,1182,771,672	0,0,0,1,0	666,405,369	1,0,0	539	-1	nan	nan
29	"ENSMUSG00000022510"	"Trp63"	chr16	+	25866074	25866211	25866074	25866199	25868166	25868249	29	19,3,10,3,2	16,9,9,8,1	7,3,1	1,1,0	11	-1	nan	nan
30	"ENSMUSG00000035845"	"Alg12"	chr15	-	88814428	88814648	88814453	88814648	88806557	88806721	30	0,0,0,0,1	2,0,3,0,6	0,0,0	0,0,1	24	-1	1	nan
32	"ENSMUSG00000054770"	"Kctd18"	chr1	-	57965328	57965540	57965350	57965540	57963067	57963261	32	2,0,2,7,0	1,0,2,0,0	0,0,0	1,0,1	21	-1	1	nan
33	"ENSMUSG00000026048"	"Ercc5"	chr1	+	44158143	44158335	44158143	44158259	44158804	44158891	33	1,0,9,0,0	10,4,21,12,5	0,0,0	8,3,1	75	-1	nan	nan
34	"ENSMUSG00000026048"	"Ercc5"	chr1	+	44160976	44161109	44160976	44161037	44161809	44161953	34	5,2,6,2,4	7,7,25,7,6	1,2,2	7,6,1	71	-1	nan	nan
35	"ENSMUSG00000002885"	"Adgre5"	chr8	-	83734295	83734352	83734301	83734352	83734008	83734125	35	16,26,35,25,22	0,0,0,1,0	8,26,29	0,1,4	5	-1	nan	nan
38	"ENSMUSG00000052395"	"Rft1"	chr14	+	30676849	30676907	30676849	30676900	30677686	30677817	38	1,2,4,0,3	9,3,8,9,5	1,3,3	1,10,3	6	-1	nan	nan
39	"ENSMUSG00000032580"	"Rbm5"	chr9	-	107770551	107770959	107770884	107770959	107769560	107769626	39	1,0,0,0,0	13,24,26,18,13	0,0,0	6,30,34	332	-1	1	nan
