ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
0	"ENSMUSG00000038708"	"Golga4"	chr9	+	118566907	118566979	118566958	118566979	118565556	118565667	0	6,2,5	205,220,264	2,5,7	115,170,158	50	-1	nan	nan	-0.001,-0.0,-0.0	-0.0,-0.001,-0.001	0.0
4	"ENSMUSG00000021708"	"Rasgrf2"	chr13	-	91972180	91972288	91972180	91972285	91982593	91982856	4	2,3,0	1,7,2	0,5,2	2,2,2	2	-1	nan	nan
6	"ENSMUSG00000028464"	"Tpm2"	chr4	-	43514710	43516003	43514710	43514861	43518229	43518299	6	23457,21612,14306	82,37,86	15429,11774,8713	43,24,25	1141	-1	1	nan
7	"ENSMUSG00000028464"	"Tpm2"	chr4	-	43518401	43519078	43518401	43518464	43519226	43519297	7	4011,4970,2528	9,6,7	3181,1727,1314	11,4,4	613	-1	nan	nan
9	"ENSMUSG00000025144"	"Cenpx"	chr11	-	120711702	120711895	120711702	120711756	120713692	120713738	9	12,1,5	1,0,1	3,13,14	3,0,0	138	-1	nan	nan
10	"ENSMUSG00000002372"	"Ranbp3"	chr17	+	56701022	56702890	56702762	56702890	56696717	56696789	10	22,31,35	0,0,1	25,31,31	0,1,1	1739	-1	nan	nan
14	"ENSMUSG00000066026"	"Dhrs3"	chr4	+	144919229	144919504	144919384	144919504	144918650	144918794	14	3,0,0	25,37,30	0,1,0	18,19,27	154	-1	1	nan
15	"ENSMUSG00000020196"	"Cabin1"	chr10	-	75725258	75725404	75725258	75725385	75725548	75725755	15	5,4,2	0,1,0	7,3,1	0,0,0	18	-1	nan	nan
16	"ENSMUSG00000020196"	"Cabin1"	chr10	-	75725548	75725755	75725548	75725681	75726857	75727019	16	2,6,1	1,1,0	8,4,4	0,1,0	73	-1	nan	nan
17	"ENSMUSG00000048416"	"Mlf1"	chr3	+	67392839	67392975	67392891	67392975	67384550	67384698	17	18,26,32	30,27,35	18,10,16	74,73,24	51	-1	nan	nan
18	"ENSMUSG00000042396"	"Rbm7"	chr9	-	48488700	48490938	48488700	48489988	48493406	48493494	18	15,20,17	0,2,0	15,12,14	0,0,0	949	-1	nan	nan
20	"ENSMUSG00000059743"	"Fdps"	chr3	-	89094451	89094577	89094451	89094529	89094859	89094932	20	0,2,0	57,52,55	0,0,2	49,55,26	47	-1	nan	nan
24	"ENSMUSG00000030795"	"Fus"	chr7	+	127971837	127971982	127971840	127971982	127969716	127969871	24	40,66,45	34,32,20	44,60,60	29,31,39	2	-1	1	nan
25	"ENSMUSG00000022617"	"Chkb"	chr15	-	89427323	89427427	89427323	89427399	89427560	89427669	25	53,34,45	7,11,10	39,24,18	8,3,3	27	-1	nan	nan
27	"ENSMUSG00000022617"	"Chkb"	chr15	-	89428410	89428578	89428410	89428544	89428713	89428827	27	2,1,5	3,9,7	4,0,1	10,6,5	33	-1	nan	nan
29	"ENSMUSG00000036138"	"Acaa1a"	chr9	+	119344465	119346568	119346469	119346568	119344172	119344252	29	22,25,26	1,0,0	23,37,36	0,0,0	2003	-1	nan	nan
30	"ENSMUSG00000036138"	"Acaa1a"	chr9	+	119348580	119348771	119348585	119348771	119347729	119347810	30	118,143,92	2,0,0	106,117,104	1,1,0	4	-1	1	nan
32	"ENSMUSG00000020486"	"Sept4"	chr11	+	87589955	87590055	87590008	87590055	87589655	87589818	32	82,73,85	10,12,5	41,38,41	4,7,3	52	-1	nan	nan
33	"ENSMUSG00000008690"	"Ncaph2"	chr15	+	89370600	89370675	89370603	89370675	89370394	89370488	33	15,25,24	75,78,80	23,18,11	85,56,62	2	-1	nan	nan
38	"ENSMUSG00000022195"	"6030458C11Rik"	chr15	-	12817857	12818284	12817857	12818127	12821403	12821553	38	9,21,12	1,0,0	16,26,19	0,2,0	156	-1	nan	nan
46	"ENSMUSG00000022884"	"Eif4a2"	chr16	+	23108584	23108633	23108587	23108633	23107758	23107820	46	5,8,8	20,14,19	7,19,17	13,59,45	2	-1	nan	nan
47	"ENSMUSG00000022884"	"Eif4a2"	chr16	+	23108584	23108633	23108587	23108633	23107770	23107880	47	0,2,3	1,3,3	3,5,9	2,1,1	2	-1	nan	nan
49	"ENSMUSG00000041890"	"Git2"	chr5	-	114752278	114752330	114752278	114752327	114753278	114753324	49	3,3,2	9,11,5	4,2,7	10,6,7	2	-1	nan	nan
50	"ENSMUSG00000116048"	"Sept2"	chr1	+	93489123	93489154	93489127	93489154	93478992	93479068	50	7,9,9	0,1,0	3,18,15	0,0,3	3	-1	nan	nan
51	"ENSMUSG00000038543"	"BC028528"	chr3	-	95884969	95885071	95884969	95885068	95888140	95888296	51	17,4,12	7,6,6	11,7,2	6,0,3	2	-1	nan	nan
52	"ENSMUSG00000063445"	"Nmral1"	chr16	-	4711316	4711680	4711316	4711603	4713639	4713830	52	0,3,1	4,8,5	0,0,0	0,7,4	76	-1	1	nan
55	"ENSMUSG00000032580"	"Rbm5"	chr9	-	107749707	107749799	107749707	107749796	107750007	107750092	55	27,42,33	1,1,0	29,50,29	0,2,2	2	-1	nan	nan
56	"ENSMUSG00000032580"	"Rbm5"	chr9	-	107756908	107760391	107756908	107756992	107765494	107765650	56	32,24,13	0,0,0	14,25,19	0,1,0	3398	-1	nan	nan
61	"ENSMUSG00000030562"	"Nox4"	chr7	+	87295783	87295894	87295787	87295894	87247487	87247583	61	0,0,0	0,1,2	0,2,0	1,0,0	3	-1	1	nan
63	"ENSMUSG00000004393"	"Ddx56"	chr11	-	6266810	6266971	6266810	6266917	6267417	6267579	63	12,15,9	0,2,0	16,21,8	0,1,1	53	-1	nan	nan
64	"ENSMUSG00000074272"	"Ceacam1"	chr7	-	25464848	25466437	25464848	25464880	25471797	25472073	64	15,13,11	1,0,2	3,10,11	0,0,0	1556	-1	nan	nan
66	"ENSMUSG00000006288"	"Ttc5"	chr14	-	50775290	50775450	50775290	50775382	50777261	50777412	66	0,0,0	11,4,4	0,0,1	14,14,7	67	-1	nan	nan
